EA_TUNNUS	LAHIN_TSA	NIMI_FI	EANIMI_FI	TIE	TIEOSA	ETAISYYS	X	Y	KUNNAN_NIMI
C1455702	14039	Tie 4 Kemi, Ajos	Ouluun	4	424	3531	7290298	390511	Kemi
C1455709	14039	Tie 4 Kemi, Ajos	Tienpinta	4	424	3531	7290298	390511	Kemi
C1455801	14039	Tie 4 Kemi, Etelänväylä	Kemiin	4	425	2283	7292305	389481	Kemi
C1455802	14039	Tie 4 Kemi, Etelänväylä	Ouluun	4	425	2283	7292305	389481	Kemi
C1455809	14039	Tie 4 Kemi, Etelänväylä	Tienpinta	4	425	2283	7292305	389481	Kemi
C1455901	14036	Tie 4 Kemi, Sauvonväylä	Tornioon	4	425	3576	7293528	389207	Kemi
C1455902	14036	Tie 4 Kemi, Sauvonväylä	Ouluun	4	425	3576	7293528	389207	Kemi
C1455909	14036	Tie 4 Kemi, Sauvonväylä	Tienpinta	4	425	3576	7293528	389207	Kemi
C1456001	14036	Tie 4 Kemi, Ristikangas	Tornioon	4	425	5182	7295085	388764	Kemi
C1456002	14036	Tie 4 Kemi, Ristikangas	Ouluun	4	425	5182	7295085	388764	Kemi
C1456009	14036	Tie 4 Kemi, Ristikangas	Tienpinta	4	425	5182	7295085	388764	Kemi
C1456101	14036	Tie 4 Kemi, Paattio	Tornioon	4	426	1478	7296890	388416	Kemi
C1456102	14036	Tie 4 Kemi, Paattio	Ouluun	4	426	1478	7296890	388416	Kemi
C1456109	14036	Tie 4 Kemi, Paattio	Tienpinta	4	426	1478	7296890	388416	Kemi
C1452001	14021	Tie 4 Kemi	Rovaniemelle	4	426	5180	7299476	386456	Kemi
C1452002	14021	Tie 4 Kemi	Kemiin	4	426	5180	7299476	386456	Kemi
C1452009	14021	Tie 4 Kemi	Tienpinta	4	426	5180	7299476	386456	Kemi
C1456207	14008	Tie 4 Tervola, Paakkola		4	431	2035	7321949	395170	Tervola
C1451001	14008	Tie 4 Tervola, Loue	Rovaniemelle	4	438	5600	7337622	408082	Tervola
C1450201	14002	Tie 4 Rovaniemi, Petäjäskoski	Rovaniemelle	4	444	1565	7352681	425528	Rovaniemi
C1454802	14035	Tie 4, Rovaniemi 2	Kemiin	4	501	345	7376432	443121	Rovaniemi
C1455101	14035	Tie 4, Rovaniemi 5	Sodankylään	4	501	625	7376649	443295	Rovaniemi
C1456801	14031	Tie 4 Rovaniemi, Santa Claus	Sodankylään	4	502	2744	7380432	446028	Rovaniemi
C1452601	14009	Tie 4 Rovaniemi, Napapiiri	Sodankylään	4	503	1626	7381179	449089	Rovaniemi
C1452602	14009	Tie 4 Rovaniemi, Napapiiri	Rovaniemelle	4	503	1626	7381179	449089	Rovaniemi
C1452609	14009	Tie 4 Rovaniemi, Napapiiri	Tienpinta	4	503	1626	7381179	449089	Rovaniemi
C1450901	14004	Tie 4 Rovaniemi, Tiainen	Sodankylään	4	512	2293	7420962	465128	Rovaniemi
C1456401	14004	Tie 4 Sodankylä, Torvinen	Sodankylään	4	517	12502	7453544	484371	Sodankylä
C1456402	14004	Tie 4 Sodankylä, Torvinen	Rovaniemelle	4	517	12502	7453544	484371	Sodankylä
C1456409	14004	Tie 4 Sodankylä, Torvinen	Tienpinta	4	517	12502	7453544	484371	Sodankylä
C1450701	14007	Tie 4 Postojoki	Utsjoelle	4	531	2959	7513350	489762	Sodankylä
C1450702	14007	Tie 4 Postojoki	Rovaniemelle	4	531	2959	7513350	489762	Sodankylä
C1450707	14007	Tie 4 Postojoki	Järvimaisema	4	531	2959	7513350	489762	Sodankylä
C1450709	14007	Tie 4 Postojoki	Tienpinta	4	531	2959	7513350	489762	Sodankylä
C1454001	14007	Tie 4 Sodankylä, Porttipahta	Utsjoelle	4	538	128	7541771	495337	Sodankylä
C1454002	14007	Tie 4 Sodankylä, Porttipahta	Rovaniemelle	4	538	128	7541771	495337	Sodankylä
C1454007	14007	Tie 4 Sodankylä, Porttipahta	Järvimaisema	4	538	128	7541771	495337	Sodankylä
C1454009	14007	Tie 4 Sodankylä, Porttipahta	Tienpinta	4	538	128	7541771	495337	Sodankylä
C1450401	14003	Tie 4 Saariselkä	Utsjoelle	4	549	2760	7593216	517380	Inari
C1450402	14003	Tie 4 Saariselkä	Rovaniemelle	4	549	2760	7593216	517380	Inari
C1450409	14003	Tie 4 Saariselkä	Tienpinta	4	549	2760	7593216	517380	Inari
C1454101	14003	Tie 4 Inari	Utsjoelle	4	560	605	7643268	503114	Inari
C1454102	14003	Tie 4 Inari	Ivaloon	4	560	605	7643268	503114	Inari
C1454109	14003	Tie 4 Inari	Tienpinta	4	560	605	7643268	503114	Inari
C1452301	14016	Tie 4 Utsjoki, Petsikko	Utsjoelle	4	572	9670	7704317	509344	Utsjoki
C1452302	14016	Tie 4 Utsjoki, Petsikko	Rovaniemelle	4	572	9670	7704317	509344	Utsjoki
C1452309	14016	Tie 4 Utsjoki, Petsikko	Tienpinta	4	572	9670	7704317	509344	Utsjoki
C0353201	3022	Tie 5 Pertunmaa, Kuortti	Mikkeliin	5	116	9433	6809289	469206	Pertunmaa
C0353202	3022	Tie 5 Pertunmaa, Kuortti	Lahteen	5	116	9433	6809289	469206	Pertunmaa
C0353209	3022	Tie 5 Pertunmaa, Kuortti	Tienpinta	5	116	9433	6809289	469206	Pertunmaa
C0352301	6002	Tie 5 Mäntyharju, Vihantasalmi	Mikkeliin	5	118	6380	6811988	482865	Mäntyharju
C0352302	6002	Tie 5 Mäntyharju, Vihantasalmi	Lahteen	5	118	6380	6811988	482865	Mäntyharju
C0352309	6002	Tie 5 Mäntyharju, Vihantasalmi	Tienpinta	5	118	6380	6811988	482865	Mäntyharju
C0650101	3004	Tie 5 Mikkeli	Kuopiooon	5	128	1743	6838590	514409	Mikkeli
C0650102	3004	Tie 5 Mikkeli	Lahteen	5	128	1743	6838590	514409	Mikkeli
C0650103	3004	Tie 5 Mikkeli	Tie 13 Mikkeliin	5	128	1743	6838590	514409	Mikkeli
C0650104	3004	Tie 5 Mikkeli	Tie 13 Ristiinaan	5	128	1743	6838590	514409	Mikkeli
C0350901	6003	Tie 5 Kielkallio	Varkauteen	5	134	1451	6853507	532436	Juva
C0356201	6005	Tie 5 Joroinen, Tahkoranta	Varkauteen	5	144	0	6899526	546170	Joroinen
C0356202	6005	Tie 5 Joroinen, Tahkoranta	Mikkeliin	5	144	0	6899526	546170	Joroinen
C0356203	6005	Tie 5 Joroinen, Tahkoranta	Tie 464 Rantasalmelle	5	144	0	6899526	546170	Joroinen
C0356204	6005	Tie 5 Joroinen, Tahkoranta	Tie 4558 länteen	5	144	0	6899526	546170	Joroinen
C0356209	6005	Tie 5 Joroinen, Tahkoranta	Tienpinta	5	144	0	6899526	546170	Joroinen
C0852101	8002	Tie 5 Varkaus	Kuopioon	5	147	4905	6913962	542203	Varkaus
C0852102	8002	Tie 5 Varkaus	Varkauteen	5	147	4905	6913962	542203	Varkaus
C0852109	8002	Tie 5 Varkaus	tienpinta	5	147	4905	6913962	542203	Varkaus
C0850601	8023	Tie 5 Oravikoski	Kuopioon	5	154	801	6940008	531082	Leppävirta
C0850602	8023	Tie 5 Oravikoski	Varkauteen	5	154	801	6940008	531082	Leppävirta
C0851001	8014	Tie 5 Vehmasmäki	Kuopioon	5	156	3016	6954411	529538	Kuopio
C0851002	8014	Tie 5 Vehmasmäki	Varkauteen	5	156	3016	6954411	529538	Kuopio
C0853801	8020	Tie 5 Kuopio, Siikalahti	Iisalmeen	5	160	43	6972910	532344	Kuopio
C0853802	8020	Tie 5 Kuopio, Siikalahti	Varkauteen	5	160	43	6972910	532344	Kuopio
C0853803	8020	Tie 5 Kuopio, Siikalahti	Savilahdelle	5	160	43	6972910	532344	Kuopio
C0853804	8020	Tie 5 Kuopio, Siikalahti	Tasavallankatu	5	160	43	6972910	532344	Kuopio
C0853809	8020	Tie 5 Kuopio, Siikalahti	Tienpinta	5	160	43	6972910	532344	Kuopio
C0857201	8072	Tie 5 Pihlajaharju	Siilinjärvi	5	201	2496	6976893	534382	Kuopio
C0857202	8072	Tie 5 Pihlajaharju	Mikkeli	5	201	2496	6976893	534382	Kuopio
C0857209	8072	Tie 5 Pihlajaharju	Tienpinta	5	201	2496	6976893	534382	Kuopio
C0852401	8066	Tie 5 Kuopio, Päiväranta	Siilinjärvi	5	201	3496	6977870	534273	Kuopio
C0852402	8066	Tie 5 Kuopio, Päiväranta	Mikkeli	5	201	3496	6977870	534273	Kuopio
C0852409	8066	Tie 5 Kuopio, Päiväranta	Tienpinta	5	201	3496	6977870	534273	Kuopio
C0855601	8066	Tie 5 Päiväranta silta	Siilinjärvi	5	202	10	6978429	533906	Kuopio
C0855602	8066	Tie 5 Päiväranta silta	Mikkeli	5	202	10	6978429	533906	Kuopio
C0855609	8066	Tie 5 Päiväranta silta	Tienpinta	5	202	10	6978429	533906	Kuopio
C0855701	8066	Tie 5 Tikkalansaari	Siilinjärvi	5	202	1470	6979843	534071	Kuopio
C0855702	8066	Tie 5 Tikkalansaari	Mikkeli	5	202	1470	6979843	534071	Kuopio
C0855709	8066	Tie 5 Tikkalansaari	Tienpinta	5	202	1470	6979843	534071	Kuopio
C0855801	8042	Tie 5 Sorsasalo	Siilinjärvi	5	202	3105	6981152	535012	Kuopio
C0855802	8042	Tie 5 Sorsasalo	Mikkeli	5	202	3105	6981152	535012	Kuopio
C0855809	8042	Tie 5 Sorsasalo	Tienpinta	5	202	3105	6981152	535012	Kuopio
C0855901	8042	Tie 5 Vuorela	Siilinjärvi	5	203	80	6982791	535797	Kuopio
C0855902	8042	Tie 5 Vuorela	Mikkeli	5	203	80	6982791	535797	Kuopio
C0855909	8042	Tie 5 Vuorela	Tienpinta	5	203	80	6982791	535797	Kuopio
C0855910	8042	Tie 5 Vuorela	pysäkki1	5	203	80	6982791	535797	Kuopio
C0855911	8042	Tie 5 Vuorela	pysäkki2	5	203	80	6982791	535797	Kuopio
C0856001	8042	Tie 5 Rissala	Siilinjärvi	5	203	1903	6984601	535905	Kuopio
C0856002	8042	Tie 5 Rissala	Mikkeli	5	203	1903	6984601	535905	Kuopio
C0856009	8042	Tie 5 Rissala	Tienpinta	5	203	1903	6984601	535905	Kuopio
C0853301	8005	Tie 5 Räimä	Iisalmeen	5	205	2572	6990216	533442	Siilinjärvi
C0853302	8005	Tie 5 Räimä	Kuopioon	5	205	2572	6990216	533442	Siilinjärvi
C0853309	8005	Tie 5 Räimä	Tienpinta	5	205	2572	6990216	533442	Siilinjärvi
C0853701	8003	Tie 5 Lapinlahti, Alapitkä	Iisalmeen	5	209	2057	7009404	526554	Lapinlahti
C0853702	8003	Tie 5 Lapinlahti, Alapitkä	Kuopioon	5	209	2057	7009404	526554	Lapinlahti
C0852201	8003	Tie 5 Lapinlahti	Iisalmeen	5	214	478	7028150	519530	Lapinlahti
C0852202	8003	Tie 5 Lapinlahti	Kuopioon	5	214	478	7028150	519530	Lapinlahti
C0852209	8003	Tie 5 Lapinlahti	Tienpinta	5	214	478	7028150	519530	Lapinlahti
C0853601	8004	Tie 5 Iisalmi	Kajaaniin	5	217	2115	7046229	512396	Iisalmi
C0853602	8004	Tie 5 Iisalmi	Kuopioon	5	217	2115	7046229	512396	Iisalmi
C0853609	8004	Tie 5 Iisalmi	Tienpinta	5	217	2115	7046229	512396	Iisalmi
C0857801	8004	Tie 5 Iisalmi, Ryhälänmäki	Kajaaniin	5	219	5700	7059842	514130	Iisalmi
C0850801	13007	Tie 5 Sukeva	Kajaaniin	5	226	91	7082561	521651	Sonkajärvi
C0850802	13007	Tie 5 Sukeva	Kuopioon	5	226	91	7082561	521651	Sonkajärvi
C0850809	13007	Tie 5 Sukeva	Tienpinta	5	226	91	7082561	521651	Sonkajärvi
C1257507	13015	Tie 5 Kajaani, Nuottijärvi		5	233	400	7115253	525515	Kajaani
C1257407	13014	Tie 5 Kajaani, Loikkala		5	304	4722	7129562	545856	Kajaani
C1252001	13009	Tie 5 Kontiomäki	Kuusamoon	5	307	2187	7135271	552673	Paltamo
C1252002	13009	Tie 5 Kontiomäki	Kajaaniin	5	307	2187	7135271	552673	Paltamo
C1252009	13009	Tie 5 Kontiomäki	Tienpinta	5	307	2187	7135271	552673	Paltamo
C1253901	13002	Tie 5 Hyrynsalmi	Kuusamoon	5	317	1189	7172813	571936	Hyrynsalmi
C1253902	13002	Tie 5 Hyrynsalmi	Kajaaniin	5	317	1189	7172813	571936	Hyrynsalmi
C1253909	13002	Tie 5 Hyrynsalmi	Tienpinta	5	317	1189	7172813	571936	Hyrynsalmi
C1251709	13004	Tie 5 Suomussalmi, Palovaara	Tienpinta	5	333	104	7226216	590967	Suomussalmi
C1253801	13004	Tie 5 Taivalkoski, Tyrävaara	Kuusamoon	5	340	8374	7265466	589336	Taivalkoski
C1253802	13004	Tie 5 Taivalkoski, Tyrävaara	Kajaaniin	5	340	8374	7265466	589336	Taivalkoski
C1253809	13004	Tie 5 Taivalkoski, Tyrävaara	Tienpinta	5	340	8374	7265466	589336	Taivalkoski
C1256501	13004	Tie 5 Jokivaara	Kuusamoon	5	346	800	7290538	598721	Kuusamo
C1256502	13004	Tie 5 Jokivaara	Kajaaniin	5	346	800	7290538	598721	Kuusamo
C1256509	13004	Tie 5 Jokivaara	Tienpinta	5	346	800	7290538	598721	Kuusamo
C1257307	12028	Tie 5 Petäjälampi		5	357	3663	7323084	597281	Kuusamo
C1250901	12008	Tie 5 Ruka	Kemijärvelle	5	362	38	7340006	595553	Kuusamo
C1250902	12008	Tie 5 Ruka	Kuusamoon	5	362	38	7340006	595553	Kuusamo
C1250909	12008	Tie 5 Ruka	Tienpinta	5	362	38	7340006	595553	Kuusamo
C1453901	14030	Tie 5 Posio, Maaninkavaara	Kemijärvelle	5	371	72	7370179	566621	Posio
C1453902	14030	Tie 5 Posio, Maaninkavaara	Kuusamoon	5	371	72	7370179	566621	Posio
C1453909	14030	Tie 5 Posio, Maaninkavaara	Tienpinta	5	371	72	7370179	566621	Posio
C1456909	14006	Tie 5 Kemijärvi, Suomu	Tienpinta	5	375	528	7381928	549118	Kemijärvi
C1452701	14017	Tie 5 Kairala	Sodankylään	5	413	906	7453088	519107	Pelkosenniemi
C1452702	14017	Tie 5 Kairala	Kemijärvelle	5	413	906	7453088	519107	Pelkosenniemi
C1452709	14017	Tie 5 Kairala	Tienpinta	5	413	906	7453088	519107	Pelkosenniemi
C0153701	1037	Tie 6 Koskenkylä	Tie 6 Kouvolaan	6	116	0	6706565	442802	Loviisa
C0153703	1037	Tie 6 Koskenkylä	Tie 7 Kotkaan	6	116	0	6706565	442802	Loviisa
C0153704	1037	Tie 6 Koskenkylä	Tie 7 Helsinkiin	6	116	0	6706565	442802	Loviisa
C0153709	1037	Tie 6 Koskenkylä	Tie 7 Tienpinta	6	116	0	6706565	442802	Loviisa
C0153801	1037	Tie 6 Lapinjärvi	Kouvolaan	6	121	0	6720541	456186	Lapinjärvi
C0153802	1037	Tie 6 Lapinjärvi	Helsinkiin	6	121	0	6720541	456186	Lapinjärvi
C0153803	1037	Tie 6 Lapinjärvi	Ylikulkusilta	6	121	0	6720541	456186	Lapinjärvi
C0153809	1037	Tie 6 Lapinjärvi	Tienpinta	6	121	0	6720541	456186	Lapinjärvi
C0354801	5001	Tie 6 Elimäki	Kouvolaan	6	126	679	6733503	469463	Kouvola
C0354802	5001	Tie 6 Elimäki	Helsinkiin	6	126	679	6733503	469463	Kouvola
C0354809	5001	Tie 6 Elimäki	Tienpinta	6	126	679	6733503	469463	Kouvola
C0350601	5019	Tie 6 Kouvola, Keltti	Lappeenrantaan	6	129	5	6748679	478407	Kouvola
C0350602	5019	Tie 6 Kouvola, Keltti	Helsinkiin	6	129	5	6748679	478407	Kouvola
C0350603	5019	Tie 6 Kouvola, Keltti	Tie 365 Kuusankoskelle	6	129	5	6748679	478407	Kouvola
C0350604	5019	Tie 6 Kouvola, Keltti	Tie 12 Lahteen	6	129	5	6748679	478407	Kouvola
C0350609	5019	Tie 6 Kouvola, Keltti	Tie 12 tienpinta	6	129	5	6748679	478407	Kouvola
C0355901	5019	Tie 6 Kouvola	Lappeenrantaan	6	201	0	6749477	483863	Kouvola
C0355902	5019	Tie 6 Kouvola	Helsinkiin	6	201	0	6749477	483863	Kouvola
C0350401	5019	Tie 6 Utti	Lappeenrantaan	6	202	2920	6750120	490063	Kouvola
C0350402	5019	Tie 6 Utti	Kouvolaan	6	202	2920	6750120	490063	Kouvola
C0350409	5019	Tie 6 Utti	Tienpinta	6	202	2920	6750120	490063	Kouvola
C0351101	5007	Tie 6 Taavetti	Lappeenrantaan	6	210	1413	6755472	535469	Luumäki
C0351102	5007	Tie 6 Taavetti	Kouvolaan	6	210	1413	6755472	535469	Luumäki
C0351109	5007	Tie 6 Taavetti	Tienpinta	6	210	1413	6755472	535469	Luumäki
C0357101	3036	Tie 6 Lappeenranta, Selkäharju	Lappeenrantaan	6	215	100	6766154	556265	Lappeenranta
C0357102	3036	Tie 6 Lappeenranta, Selkäharju	Kouvolaan	6	215	100	6766154	556265	Lappeenranta
C0357201	3036	Tie 6 Lappeenranta, Lavola	Lappeenrantaan	6	216	0	6767184	560262	Lappeenranta
C0357202	3036	Tie 6 Lappeenranta, Lavola	Kouvolaan	6	216	0	6767184	560262	Lappeenranta
C0356601	3036	Tie 6 Lappeenranta	Imatralle	6	301	676	6767985	564213	Lappeenranta
C0356602	3036	Tie 6 Lappeenranta	Kouvolaan	6	301	676	6767985	564213	Lappeenranta
C0357301	5008	Tie 6 Lappeenranta, Viipurintie	Imatralle	6	301	1974	6768364	565449	Lappeenranta
C0357302	5008	Tie 6 Lappeenranta, Viipurintie	Kouvolaan	6	301	1974	6768364	565449	Lappeenranta
C0357401	5008	Tie 6 Lappeenranta, Nuijamaantie	Imatralle	6	302	5000	6770854	569801	Lappeenranta
C0357402	5008	Tie 6 Lappeenranta, Nuijamaantie	Lappeenrantaan	6	302	5000	6770854	569801	Lappeenranta
C0355801	5008	Tie 6 Saimaan kanava	Imatralle	6	303	1045	6771395	570573	Lappeenranta
C0355802	5008	Tie 6 Saimaan kanava	Lappeenrantaan	6	303	1045	6771395	570573	Lappeenranta
C0355809	5008	Tie 6 Saimaan kanava	Tienpinta	6	303	1045	6771395	570573	Lappeenranta
C0352901	5008	Tie 6 Lappeenranta, Muukko	Imatralle	6	304	2732	6774301	574294	Lappeenranta
C0352902	5008	Tie 6 Lappeenranta, Muukko	Lappeenrantaan	6	304	2732	6774301	574294	Lappeenranta
C0352909	5008	Tie 6 Lappeenranta, Muukko	Tienpinta	6	304	2732	6774301	574294	Lappeenranta
C0356801	5008	Tie 6 Muukon suora	Imatralle	6	304	4515	6774886	575740	Lappeenranta
C0356802	5008	Tie 6 Muukon suora	Lappeenrantaan	6	304	4515	6774886	575740	Lappeenranta
C0357701	5008	Tie 6 Lappeenranta, Joutseno	Imatralle	6	305	1733	6776692	579921	Joutseno
C0357702	5008	Tie 6 Lappeenranta, Joutseno	Lappeenrantaan	6	305	1733	6776692	579921	Joutseno
C0357801	5004	Tie 6 Imatra, Vesivalo	Imatralle	6	308	5	6783222	591477	Joutseno
C0357802	5004	Tie 6 Imatra, Vesivalo	Lappeenrantaan	6	308	5	6783222	591477	Joutseno
C0352502	5004	Tie 6 Imatra	Lappeenrantaan	6	311	2244	6790823	600238	Imatra
C0352509	5004	Tie 6 Imatra	Tienpinta	6	311	2244	6790823	600238	Imatra
C0357901	5005	Tie 6 Simpele, Änkilä	Parikkalaan	6	318	4975	6811652	624853	Rautjärvi
C0357902	5005	Tie 6 Simpele, Änkilä	Imatralle	6	318	4975	6811652	624853	Rautjärvi
C0357909	5005	Tie 6 Simpele, Änkilä	Tienpinta	6	318	4975	6811652	624853	Rautjärvi
C0352201	5005	Tie 6 Särkisalmi	Joensuuhun	6	324	0	6832502	631665	Parikkala
C0352202	5005	Tie 6 Särkisalmi	Imatralle	6	324	0	6832502	631665	Parikkala
C0352204	5005	Tie 6 Särkisalmi	Tie 14 Punkaharjulle	6	324	0	6832502	631665	Parikkala
C0854101	7002	Tie 6 Kitee, Kesälahti	Joensuuhun	6	333	922	6866239	647586	Kitee
C0854102	7002	Tie 6 Kitee, Kesälahti	Lappeenrantaan	6	333	922	6866239	647586	Kitee
C0854109	7002	Tie 6 Kitee, Kesälahti	Tienpinta	6	333	922	6866239	647586	Kitee
C0750501	7031	Tie 6, Kitee, Kousa	Kiteelle	6	334	6475	6874640	650316	Kitee
C0750505	7031	Tie 6, Kitee, Kousa	Kiteelle	6	334	6475	6874640	650316	Kitee
C0851801	7002	Tie 6 Puhos	Joensuuhun	6	337	558	6886960	654047	Kitee
C0851802	7002	Tie 6 Puhos	Lappeenrantaan	6	337	558	6886960	654047	Kitee
C0851809	7002	Tie 6 Puhos	Tienpinta	6	337	558	6886960	654047	Kitee
C0854301	7005	Tie 6 Onkamo	Joensuuhun	6	342	5151	6912726	661892	Tohmajärvi
C0854302	7005	Tie 6 Onkamo	Lappeenrantaan	6	342	5151	6912726	661892	Tohmajärvi
C0854304	7005	Tie 6 Onkamo	Tohmajärvelle	6	342	5151	6912726	661892	Tohmajärvi
C0854309	7005	Tie 6 Onkamo	Tienpinta	6	342	5151	6912726	661892	Tohmajärvi
C0854901	7014	Tie 6 Pyhäselkä, Honkavaara	Joensuuhun	6	345	6073	6926357	656740	Joensuu
C0854902	7014	Tie 6 Pyhäselkä, Honkavaara	Imatralle	6	345	6073	6926357	656740	Joensuu
C0854909	7014	Tie 6 Pyhäselkä, Honkavaara	Tienpinta	6	345	6073	6926357	656740	Joensuu
C0854701	7018	Tie 6 Pyhäselkä, Reijola	Joensuuhun	6	348	1113	6936584	647282	Joensuu
C0854702	7018	Tie 6 Pyhäselkä, Reijola	Imatralle	6	348	1113	6936584	647282	Joensuu
C0854709	7018	Tie 6 Pyhäselkä, Reijola	Tienpinta	6	348	1113	6936584	647282	Joensuu
C0857601	7018	Tie 6 Joensuu, Repokallio	Joensuuhun	6	349	3669	6943160	644476	Joensuu
C0857602	7018	Tie 6 Joensuu, Repokallio	Imatralle	6	349	3669	6943160	644476	Joensuu
C0857603	7018	Tie 6 Joensuu, Repokallio	Tie 74 Ilomantsiin	6	349	3669	6943160	644476	Joensuu
C0857604	7018	Tie 6 Joensuu, Repokallio	Tie 74 Hukanhautaan	6	349	3669	6943160	644476	Joensuu
C0857609	7018	Tie 6 Joensuu, Repokallio	Tienpinta	6	349	3669	6943160	644476	Joensuu
C0854601	7001	Tie 6 Kontiolahti, Uuro	Kontiolahdelle	6	403	18	6957332	646105	Kontiolahti
C0854602	7001	Tie 6 Kontiolahti, Uuro	Joensuuhun	6	403	18	6957332	646105	Kontiolahti
C0854603	7001	Tie 6 Kontiolahti, Uuro	Enoon	6	403	18	6957332	646105	Kontiolahti
C0854604	7001	Tie 6 Kontiolahti, Uuro	Kontioniemelle	6	403	18	6957332	646105	Kontiolahti
C0855301	7001	Tie 6 Kontiolahti, Varpara	Kajaaniin	6	404	4336	6968643	644671	Kontiolahti
C0855302	7001	Tie 6 Kontiolahti, Varpara	Joensuuhun	6	404	4336	6968643	644671	Kontiolahti
C0855309	7001	Tie 6 Kontiolahti, Varpara	Tienpinta	6	404	4336	6968643	644671	Kontiolahti
C0750701	0	Tie 6 Kontiolahti, Romppala	Joensuu	6	407	63	6983928	642220	Kontiolahti
C0750705	0	Tie 6 Kontiolahti, Romppala	Joensuu	6	407	63	6983928	642220	Kontiolahti
C0852501	7006	Tie 6 Juuka, Ahmovaara	Kajaaniin	6	409	7617	6998810	631766	Juuka
C0852502	7006	Tie 6 Juuka, Ahmovaara	Joensuuhun	6	409	7617	6998810	631766	Juuka
C0852503	7006	Tie 6 Juuka, Ahmovaara	Kolille	6	409	7617	6998810	631766	Juuka
C0851101	7007	Tie 6 Nurmes	Kajaaniin	6	419	914	7050015	599861	Nurmes
C0851102	7007	Tie 6 Nurmes	Joensuuhun	6	419	914	7050015	599861	Nurmes
C0851109	7007	Tie 6 Nurmes	Tienpinta	6	419	914	7050015	599861	Nurmes
C1253501	13001	Tie 6 Sotkamo, Maanselkä	Kajaaniin	6	425	861	7084057	571133	Sotkamo
C1256401	13001	Tie 6 Juurikkalahti	Kajaaniin	6	430	91	7103031	563082	Sotkamo
C1256402	13001	Tie 6 Juurikkalahti	Joensuuhun	6	430	91	7103031	563082	Sotkamo
C1256409	13001	Tie 6 Juurikkalahti	Tienpinta	6	430	91	7103031	563082	Sotkamo
C1251601	13001	Tie 6 Korholanmäki	Kajaaniin	6	435	454	7113252	548526	Sotkamo
C1251602	13001	Tie 6 Korholanmäki	Nurmekseen	6	435	454	7113252	548526	Sotkamo
C1251609	13001	Tie 6 Korholanmäki	Tienpinta	6	435	454	7113252	548526	Sotkamo
C1254701	13001	Tie 6 Kajaani	Kajaanin keskusta	6	438	5340	7121669	535387	Kajaani
C1254702	13001	Tie 6 Kajaani	Joensuuhun	6	438	5340	7121669	535387	Kajaani
C1254709	13001	Tie 6 Kajaani	Tienpinta	6	438	5340	7121669	535387	Kajaani
C0360301	3064	Tie 7 Husula suuaukko länsi		7	0	0	6702961	455597	
C0151401	1011	Tie 7 Box	Porvooseen	7	6	1250	6687568	412227	Sipoo
C0151402	1011	Tie 7 Box	Helsinkiin	7	6	1250	6687568	412227	Sipoo
C0151409	1011	Tie 7 Box	Tienpinta	7	6	1250	6687568	412227	Sipoo
C0150201	1019	Tie 7 Porvoo	Tie 7 Kotkaan	7	9	0	6695663	423747	Porvoo
C0150202	1019	Tie 7 Porvoo	Tie 7 Helsinkiin	7	9	0	6695663	423747	Porvoo
C0150204	1019	Tie 7 Porvoo	Tie 55 Porvooseen	7	9	0	6695663	423747	Porvoo
C0150209	1019	Tie 7 Porvoo	Tienpinta	7	9	0	6695663	423747	Porvoo
C0162900	1006	Tie 7 Rita		7	10	1816	6698722	428699	
C0164900	1106	Tie 7 Ilola	Helsinkiin	7	11	4656	6700061	433214	
C0163000	1022	Tie 7 Vanhakylä		7	14	0	6706115	439128	
C0162801	1022	Tie 7 Loviisa_Länsi	Kotkaan	7	19	0	6702961	455597	Kotka
C0162802	1022	Tie 7 Loviisa_Länsi	Helsinkiin	7	19	0	6702961	455597	Kotka
C0163201	1022	Tie 7 Loviisa_Itä	Kotkaan	7	20	0	6704509	459493	
C0163202	1022	Tie 7 Loviisa_Itä	Helsinkiin	7	20	0	6704509	459493	
C0163209	1022	Tie 7 Loviisa_Itä	Tienpinta	7	20	0	6704509	459493	
C0358401	3051	Tie 7 Jumalniemi		7	22	0	6705633	472019	Kotka
C0350202	5010	Tie 7 Ahvenkoski	Loviisaan	7	23	381	6706330	470042	Pyhtää
C0358500	3051	Tie 7 Ahvenkoski		7	24	0	6705633	472019	Kotka
C0164801	1108	Tie 7 Markkinamäki_Itä	Kotkaan	7	24	415	6705605	472420	Kotka
C0164802	1108	Tie 7 Markkinamäki_Itä	Helsinkiin	7	24	415	6705605	472420	Kotka
C0358601	3051	Tie 7 Pyhtää		7	25	0	6705777	476024	Kotka
C0359101	3051	Tie7  Siltakylä		7	26	0	6707492	485850	
C0359201	3051	Tie 7 Heinlahden silta		7	27	0	6706730	490323	Kotka
C0359301	3006	Tie 7 Sutelan silta	Kotkaan	7	27	1	6706730	490323	Kotka
C0359302	3006	Tie 7 Sutelan silta	Helsinkiin	7	27	1	6706730	490323	Kotka
C0359401	3047	Tie 7 Kyminlinna		7	29	0	6707624	494416	Kotka
C0359501	3008	Tie 7 Suurniitty		7	30	0	6709518	497178	
C0359601	3008	Tie 7 Otsola		7	30	1262	6710627	497813	
C0359701	3008	Tie 7 Keltakallio		7	31	0	6711573	498659	
C0359800	3001	Tie 7 Rantahaka		7	32	0	6702961	455597	
C0359900	3023	Tie 7 Summanjoki		7	32	5080	6702961	455597	
